Age,Overall,Shooting,Dribbling,Defending,Pace,Passing,Position,Value
0.5199999999999999,0.5609756097560976,0.41463414634146356,0.7073170731707319,-0.2926829268292682,0.5121951219512195,0.4878048780487805,0.5,0.003076923076923077
0.28,0.6097560975609757,0.3414634146341464,0.6341463414634148,0.5121951219512195,0.6829268292682928,0.5365853658536586,0.5,0.008205128205128205
0.44000000000000006,0.8292682926829269,0.7073170731707319,0.7804878048780488,0.8048780487804879,0.5365853658536586,0.7804878048780488,0.2857142857142857,0.04923076923076923
0.12,0.5609756097560976,0.36585365853658547,0.5365853658536586,0.46341463414634165,0.36585365853658547,0.5609756097560976,0.2857142857142857,0.0071794871794871795
0.12,0.5121951219512195,0.5853658536585367,0.6585365853658538,-0.31707317073170727,0.8048780487804879,0.19512195121951237,1.0,0.0045128205128205125
0.16000000000000003,0.6829268292682928,0.6585365853658538,0.6341463414634148,-0.12195121951219501,0.8048780487804879,0.29268292682926833,1.0,0.031794871794871796
0.31999999999999995,0.5365853658536586,-0.41463414634146334,0.4878048780487805,0.5609756097560976,0.5365853658536586,0.29268292682926833,0.07142857142857142,0.0033846153846153844
0.24,0.6829268292682928,0.6585365853658538,0.6585365853658538,0.4390243902439026,0.46341463414634165,0.7073170731707319,0.0,0.02923076923076923
0.36,0.8048780487804879,0.7317073170731707,0.7804878048780488,-0.09756097560975596,0.853658536585366,0.7560975609756098,0.7857142857142857,0.04461538461538461
0.31999999999999995,0.7804878048780488,0.7560975609756098,0.8048780487804879,-0.024390243902439046,0.6829268292682928,0.7073170731707319,0.0,0.047179487179487174
0.16000000000000003,0.9268292682926831,0.8048780487804879,0.902439024390244,0.6829268292682928,0.7317073170731707,0.7560975609756098,0.0,0.1317948717948718
0.12,0.6829268292682928,0.2682926829268293,0.6341463414634148,0.5121951219512195,0.4390243902439026,0.6585365853658538,0.2857142857142857,0.015384615384615384
0.040000000000000036,0.3902439024390245,0.2195121951219512,0.46341463414634165,0.3170731707317074,0.4390243902439026,0.29268292682926833,0.0,0.0021538461538461538
0.31999999999999995,1.0000000000000002,0.9756097560975612,1.0243902439024393,-0.3414634146341463,1.146341463414634,0.7317073170731707,1.0,0.18615384615384614
0.07999999999999996,0.6585365853658538,0.2195121951219512,0.6829268292682928,0.6097560975609757,0.6341463414634148,0.5853658536585367,0.14285714285714285,0.022564102564102562
0.44000000000000006,0.8292682926829269,0.4390243902439026,0.6341463414634148,0.853658536585366,0.36585365853658547,0.5365853658536586,0.07142857142857142,0.0441025641025641
0.24,0.878048780487805,0.7073170731707319,0.902439024390244,-0.2195121951219512,0.878048780487805,0.7560975609756098,0.0,0.11179487179487178
0.16000000000000003,0.7804878048780488,0.6585365853658538,0.853658536585366,0.2682926829268293,0.902439024390244,0.6829268292682928,0.0,0.06205128205128205
0.07999999999999996,0.6585365853658538,0.4878048780487805,0.7804878048780488,0.04878048780487809,0.5365853658536586,0.7317073170731707,0.0,0.022564102564102562
0.24,0.7317073170731707,0.7073170731707319,0.7804878048780488,-0.6341463414634145,0.6097560975609757,0.4878048780487805,0.0,0.04051282051282051
0.040000000000000036,0.7317073170731707,0.4390243902439026,0.7073170731707319,0.6097560975609757,0.7073170731707319,0.6341463414634148,0.2857142857142857,0.04461538461538461
0.040000000000000036,0.6585365853658538,-0.2195121951219512,0.2682926829268293,0.6829268292682928,0.5609756097560976,0.19512195121951237,0.07142857142857142,0.020512820512820513
